Key,schinese
quest_tier2_superinfested_clear_offer,我们在附近找到了一个超级感染丧尸巢穴，这个位置对我们殖民地的生存至关重要。清除[DECEA3]{poi.name}[-]的丧尸。记住，它们数量更多，跑得更快，更难杀死。祝你好运！
quest_tier2_ultrainfested_clear_offer,我们在附近找到了一个究极感染丧尸巢穴，这个位置对我们殖民地的生存至关重要。清除[DECEA3]{poi.name}[-]的丧尸。记住，它们数量更多，跑得更快，更难杀死。祝你好运！
quest_tier2_nightmare_clear_offer,我们在附近找到了一个巨量丧尸巢穴。这个位置对我们殖民地的生存至关重要。清除[DECEA3]{poi.name}[-]的丧尸。记住，它们数量更多，跑得更快，更难杀死。祝你好运，活着回来！
quest_tier3_superinfested_clear_offer,我们从一位逃生者那里得知，我们在[DECEA3]{poi.name}[-]的安全屋已经变成了一个超级丧尸巢穴。清除威胁！
quest_tier3_ultrainfested_clear_offer,我们从一位逃生者那里得知，我们在[DECEA3]{poi.name}[-]的安全屋已经变成了一个究极丧尸巢穴。清除威胁！
quest_tier3_nightmare_clear_offer,我们从一位逃生者那里得知，我们在[DECEA3]{poi.name}[-]的安全屋已经完全被巨量丧尸占领了。结束这场噩梦！
quest_tier4_superinfested_clear_offer,我们刚刚收到消息，一群超级感染丧尸已经消灭了我们在[DECEA3]{poi.name}[-]驻守的团队。拿起你所有的武器，去干掉那些丧尸！
quest_tier4_hyperinfested_clear_offer,我们刚刚收到消息，一群究极感染丧尸已经消灭了我们在[DECEA3]{poi.name}[-]驻守的团队。拿起你所有的武器，去干掉那些丧尸！
quest_tier4_nightmare_clear_offer,我们刚刚得知，一大群梦魇丧尸已经彻底消灭了我们在[DECEA3]{poi.name}[-]驻守的团队。拿起你你所有的武器，结束这场噩梦！
quest_tier5_superinfested_clear_offer,我靠！一个主要的定居点被一群超级感染丧尸占领了。请格外小心，并在 [DECEA3]{poi.name}[-] 处清除威胁。
quest_tier5_hyperinfested_clear_offer,我靠！一个主要的定居点被一群究极感染丧尸占领了。请格外小心，并在 [DECEA3]{poi.name}[-] 处清除威胁。
quest_tier5_nightmare_clear_offer,危险！我建议你还是不要去[DECEA3]{poi.name}[-]！，如果你坚持，请做好准备，如果情况不妙就逃跑吧！
quest_superinfestation_subtitle,清除超级感染区域
quest_ultrainfestation_subtitle,清除究极感染区域
quest_nightmare_subtitle,结束这场噩梦！
quest_clear_response1,清除丧尸 [7eb293]T1[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_clear_response2,清除丧尸 [fef580]T2[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_clear_response3,清除丧尸 [ff8800]T3[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_clear_response4,清除丧尸 [c4342d]T4[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_clear_response5,清除丧尸 [66033c]T5[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_fetch_clear_response2,"获取/清除丧尸 [fef580]T2[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]"
quest_fetch_clear_response3,"获取/清除丧尸 [ff8800]T3[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]"
quest_fetch_clear_response4,"获取/清除丧尸 [c4342d]T4[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]"
quest_fetch_clear_response5,"获取/清除丧尸 [66033c]T5[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]"
quest_fetch_response1,获取 [7eb293]T1[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_fetch_response2,获取 [fef580]T2[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_fetch_response3,获取 [ff8800]T3[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_fetch_response4,获取 [c4342d]T4[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_fetch_response5,获取 [66033c]T5[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_next_trader_description,前往 [DECEA3]{goto.name}[-] 并开辟一条新的贸易路线。
quest_next_trader_response,开放贸易路线 （[DECEA3]{goto.distance} {goto.direction}[-]）
quest_restore_power_response2,[ff0000][仅限晚上][-]恢复电源 [fef580]T2 POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_restore_power_response3,[ff0000][仅限晚上][-]恢复电源 [ff8800]T3 POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_restore_power_response4,[ff0000][仅限晚上][-]恢复电源 [c4342d]T4 POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_infestation_response1,清除感染 [7eb293]T1[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_infestation_response2,清除感染 [fef580]T2[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_infestation_response3,清除感染 [ff8800]T3[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_infestation_response4,清除感染 [c4342d]T4[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]
quest_infestation_response5,清除感染 [66033c]T5[-] POI （[DECEA3]{poi.distance} {poi.direction}[-]） [ea899a]{poi.name}[-]


0-RHCore,--------------------------------------------------------------------
questItemCrafting,[FF0000]警告[-] - 刚刚关闭的工作站有制作中的任务物品！离开会导致任务未完成！
workbenchCombineHasMods,[FF0000]警告[-] - 你正在组合的其中一个项目添加了一个模组物品！
CraftingArea,工作区
Tool,工具
Slots,插槽
survivalCampfireRH,营地篝火
OaksCooker,橡木烹饪台
researchDeskRH,设计图工作台
coffeemaker,咖啡机
microwave,微波
stoveRH,炉
personalWorkbenchRH,个人工作台
tableSawRH,台锯
tanningRackRH,制革架
armorBenchRH,护甲工作台
waterFiltrationUnitRH,水过滤工作台
blacksmithForgeRH,铁匠锻造
farmTableRH,农场工作台
rh_Format_CanOnlyPlaceOn_OneTag,“这个只能放在{0}上。”
rh_Format_CanOnlyPlaceOn_TwoTags,“这个只能放在{0}或{1}上。”
rh_Format_CanOnlyPlaceOn_ManyTags,“这个只能放在{0}上。”
rh_TestData_CanPlaceOnTag_Stone,"石头"
rh_TestData_CanPlaceOnTag_Snow,"雪"
rh_TestData_CanPlaceOnTag_Sand,"沙"
rh_Stus_Zoo_Officecats5,"斯图动物园"
rh_Wyr3d_Abbis_Ababa,阿比斯·阿贝巴
rh_Wyr3d_BG_Entertainment,BG娱乐
rh_Wyr3d_Bunker_Barn,Bunker谷仓
rh_Wyr3d_Cockup_Comms,Cockup通讯
rh_Wyr3d_Last_Stand_Fort,终点堡垒
rh_Wyr3d_LexCorp_Tower,莱什公司大厦
rh_Wyr3d_Monkey_Mansion,大嘴猴公寓
rh_Wyr3d_Monkey_Poolhouse,大嘴猴洗浴酒店
rh_Wyr3d_Prepper_Bunker,预处理料仓
rh_forest_camp_officericee,森林营地
rh_Police_Station01_Westr276,警察局
rh_Joes_Place_Lunitar,"乔之家公寓"
rh_Zombite_zozoman,丧尸佐佐曼
rh_greenhousehaven_SurvivorAndy,"温室避风港"
rh_Car_Compound_Lunitar,"扣押地段"
rh_MegaMall_VoltraLux,"天堂广场"
rh_community_centre_VoltraLux,"社区中心"
rh_Mo_Power_Electronics_A19_DeadWalker,"多多电力公司
rh_Paper_Mill_A19_DeadWalker,"造纸厂"
rh_Crack_a_Book_HQ_A19_DeadWalker,"科研总部"
rh_casablanca_Morfitall,"卡萨布兰卡"
rh_7Dogs_A21_0_by_KillerBee,"七只狗"
rh_Bunker_Camo_A21_0_by_KillerBee,"雅科夫户外生存"
rh_Burnt_Bunker_A21_0_by_KillerBee,"莱珀遗忘周末"
rh_Parking_A21_0_by_KillerBee,"戈仁停车广场酒店"
rh_Playground_A21_0_by_KillerBee,"尤尼塔游乐场"
rh_SmallFitness_A21_0_by_KillerBee,"末日免死健身会所"
rh_SurvivorShelter_A21_0_by_KillerBee,"Redbeart庇护所"
rh_ultrascans_clinic_SurvivorAndy,"超级扫描诊所"
rh_woodbury_SurvivorAndy,"伍德伯里"
rh_tesko_supermarket_SurvivorAndy,"特易购超市"
rh_malibu_club_SurvivorAndy,"马里布夜总会"
rh_airstrip_SurvivorAndy,"纳维兹甘直升机游乐场"
rh_junkyard_xtiericee,"冰吸垃圾场"
rh_Crime_At_The_Manor_TheStainGaming,"神秘庄园"
rh_take_four_film_studio_SurvivorAndy,"四相电影制片厂"
rh_CountryTown_Plaza_TheStainGaming,"乡村小镇购物广场"
rh_elbarrio_Morfitall,"埃尔巴里奥"
rh_CentralStation_Voltralux,"大中央车站"
rh_community_centre_Voltralux,"社区中心"
rh_GunShopKendo_Voltralux,"肯多枪械店"
rh_KickFlipz_Voltralux,"尖翻滑板"
rh_UmbrellaCorp_Voltralux,"保护伞公司"
rh_7_Days_to_Fries_VoltraLux,"七日炸薯条"
rh_EternalRests_TheStainGaming,"永恒的安息"
rh_Fastfood_Roosters_Voltralux,"公鸡"
rh_City_Square_TheStainGaming,"城市广场"
rh_busty_beers_stripclub_SurvivorAndy,"丰满的啤酒"
rh_ProTech_Cafe_TheStainGaming,"普鲁泰克咖啡厅"
rh_Roadside_Haunt_Voltralux,"扎克的路边闹鬼景点"
rh_US_Army_Base_TheStainGaming,"海军陆战队招聘中心"
rh_WindFarm_VoltraLux,"蓝天能源"
rh_advanced_junkyard_02_Officecats5,"雅库巴的垃圾屋"
rh_airstrip_SurvivorAndy,"塔克的简易机场"
rh_DDnuts_RiahRex,"丹金甜甜圈屋"
rh_HellMart_RiahRex,"地狱集市"
rh_super_prison_max_Officecats5,"超级麦克斯监狱"
rh_wilderness1_SurvivorAndy,"露营地 1"
rh_wilderness2_SurvivorAndy,"露营地 2"
rh_wilderness3_SurvivorAndy,"露营地 3"
rh_wilderness4_SurvivorAndy,"露营地 4"
rh_wilderness5_SurvivorAndy,"露营地 5"
rh_Quick_Cabs_Voltralux,"快速打车点"
rh_Camp_Yellowstone_mikey,"黄石营地酒店"
rh_BolsaxTower_Commihater,"墨西哥数据大楼"
rh_LittleItaly_Voltralux,"小意大利"
rh_military_dumpsite_01_Weazelsun,"军事垃圾场"
rh_walking_dead_tank_Mackenziix,"军用坦克"
rh_Ministers_Tree_House_ShortyTheisSinder,"部长树屋"
trader_rekt,"商人瑞伯"
trader_rekt2,"商人瑞伯"
npcTraderRekt,商人瑞伯
rh_chicken_park_01_Weazelsun,"小鸡公园"
rh_chicken_survivorsite_01_Weazelsun,"小鸡站"
rh_Crash_Site_Voltralux,"神秘坠机点"
rh_Epidemic_Playland_SG1o9,"疫病游乐场"
rh_FNS_Brown_Trousers_Well_FlufferNutterSandwich,"棕裤井"
rh_house_atomic_01_Voltralux,"独狼幸存者之家"
rh_MafiaMuseum_Voltralux,"黑手党博物馆"
rh_MangDonalds_Plastikrice,"忙当劳"
rh_Specter_cottage_Specter,"斯佩克特小屋"
rh_uptown_commercial_01_LuzipherMST,"星空物流"
rh_uptown_strip_01_LuzipherMST,"上城地带"
rh_uptown_filler_10_LuzipherMST,"上城区"
rh_uptown_filler_01_LuzipherMST,"上城购物区 1"
rh_uptown_filler_02_LuzipherMST,"上城购物区 2"
rh_uptown_filler_03_LuzipherMST,"上城购物区 3"
rh_uptown_filler_04_LuzipherMST,"上城购物区 4"
rh_uptown_filler_05_LuzipherMST,"上城购物区 5"
rh_uptown_filler_06_LuzipherMST,"上城购物区"
rh_uptown_filler_07_LuzipherMST,"上城购物区 7"
rh_uptown_filler_08_LuzipherMST,"上城购物区 8"
rh_uptown_filler_09_LuzipherMST,"上城购物区 9"
rh_uptown_filler_11_LuzipherMST,"上城购物区 11"
rh_Zap_Arcade_Voltralux,"扎普街机"
rh_Boxing_Gym_Voltralux,先生拳击馆
rh_Video_Rental_Voltralux,录影带租赁
rh_Rext_Boyhood_Home_fluffernuttersandwich,"瑞科童子军之家"


0-SCore,--------------------------------------------------------------------
takeandreplace,"偷窃"
musicbox_turnOn,"开"
musicbox_turnOff,"Turn Off"
BanditFactionSchematic,"伪装大师"
UndeadFactionSchematic,"伪装大师"
DukeRiverFactionSchematic,"伪装大师"
WhiteRiverFactionSchematic,"伪装大师"
ResetFactionSchematic,"伪装大师"
ResetFactionSchematicDesc,"阅读后可以[ffa500]重置[-]你的派系！"
BanditFactionSchematicDesc,"阅读后可以切换到[ffa500]土匪派系[-]！"
UndeadFactionSchematicDesc,"阅读后可以切换到[ffa500]丧尸派系[-]！"
WhiteRiverFactionSchematicDesc,"阅读后可以切换到[ffa500]白河派系[-]！"
DukeRiverFactionSchematicDesc,"阅读后可以切换到[ffa500]公爵派系[-]！"
UndeadPositiveFactionSchematicDesc,"阅读后散播关于丧尸的消息！[008000]提高[-][ffa500]丧尸派系[-]的声望！"
UndeadNegativeFactionSchematicDesc,"阅读后散播关于丧尸的假消息！[ff0000]降低[-][ffa500]丧尸派系[-]的声望！"
advancedlockpicking_desc,"使用方向键更改撬锁器的位置。然后尝试开锁。"
SpawnCube,"生成立方体"
SpawnCubeDesc,"允许预制件构建者通过游戏中的可编程代码设置特定的生成实体。code:  Sign Text:  ec=npcBaker;task=wander;pc=99. Entity Class zombie Bow, with Task Wander, and PathingCode 99."
loadingTipScoreSigns_title,"(SCore) 增强型标志"
loadingTipScoreSigns,"在编辑器中输入图片或GIF的URL，例如图片地址，以便展示和编辑它"
teleportto,"传送至"
portal_not_configured,"未配置"
portal_configure,"未连接"
portalActivate,"激活传送门"
xuiPortalDenied,"无权限"
ObjectiveEntityAliveSDXKill_keyword,杀死 {0}:
teleporttoNeedPower,"需要电源"
xuiPinGrab,"广播"
ObjectiveBlockDestroy_keyword,销毁 {0}:
xuiSCoreGameOptions,"SCore"
goCustomAdvancedPlayerFeaturesAntiNerdPole,"禁用 Nerd-Poling"
goCustomAdvancedPlayerFeaturesAntiNerdPoleDesc,"跳跃时禁止放置方块。"
goCustomAdvancedPlayerFeaturesVehicleNoTake,"禁用拾取车辆"
goCustomAdvancedPlayerFeaturesVehicleNoTakeDesc,"禁用拾取车辆"
goCustomFoodSpoilageFoodSpoilage,"食物变质"
goCustomFoodSpoilageFoodSpoilageDesc,"食物变质需要一个额外的模块，使食物完成变质转化。"
goCustomAdvancedPlayerFeaturesOneBlockCrouch,"蹲下高度一个方块"
goCustomAdvancedPlayerFeaturesOneBlockCrouchDesc,"允许玩家蹲在一个方块的高度中。"
goCustomAdvancedPlayerFeaturesSoftHands,"娇嫩的手"
goCustomAdvancedPlayerFeaturesSoftHandsDesc,"如果启用，玩家徒手出拳时会受到伤害"
goCustomAdvancedPlayerFeaturesExtendedSigns,"允许增强标志"
goCustomAdvancedPlayerFeaturesExtendedSignsDesc,"如果启用，则允许玩家在标志中放置 imgurl 链接以显示图片。"
goCustomAdvancedZombieFeaturesHeadshotOnly,"仅爆头"
goCustomAdvancedZombieFeaturesHeadshotOnlyDesc,"丧尸只有在头部被击中时才会受伤。"
goCustomAdvancedZombieFeaturesRandomSize,"随机大小的丧尸"
goCustomAdvancedZombieFeaturesRandomSizeDesc,"允许丧尸大小随机"
goCustomAdvancedZombieFeaturesRandomWalk,"随机行走"
goCustomAdvancedZombieFeaturesRandomWalkDesc,"允许丧尸具有随机行走"
goCustomErrorHandlingNoExceptionHijack,"隐藏空引用"
goCustomErrorHandlingNoExceptionHijackDesc,"仅调试！如果启用，则在控制台阻止无效的引用。"
goCustomSCoreAdvanced,"仅调试"
xuiSCoreDebugGameOptions,"SCore调试"
goCustomThemeSpook,"启用血月主题"
goCustomThemeSpookDesc,"启用永久血月效果。"
goCustomCaveConfigurationCaveEnabled,"启用洞穴"
goCustomCaveConfigurationCaveEnabledDesc,"启用对洞穴的支持。"
goCustomCropManagementCropEnable,"启用高级水"
goCustomCropManagementCropEnableDesc,"支持需要水的植物，允许管道等。"
goCustomFireManagementFireEnable,"启用火势蔓延"
goCustomFireManagementFireEnableDesc,"使火势能够蔓延到其他方块。"
goCustomFireManagementCheckInterval,"火势燃烧间隔"
goCustomFireManagementCheckIntervalDesc,"火势在几秒钟内蔓延的速度有多快。"
goCustomFireManagementFireDamage,"火势伤害"
goCustomFireManagementFireDamage,"火势对方块耐久造成伤害的间隔时间，决定方块从火势中总共受到多少伤害。"
goCustomFireManagementSmokeTime,"烟雾时间"
goCustomFireManagementSmokeTimeDesc,"烟雾在熄灭的物块上持续多长时间。"
goCustomCaveConfigurationCaveType,"洞窟类型"
goCustomCaveConfigurationCaveTypeDesc,"确定要系统生成的洞穴类型。"
goCustomAdvancedTroubleshootingFeaturesVerboseXMLParser,"详细XML解析器"
goCustomAdvancedTroubleshootingFeaturesVerboseXMLParserDesc,"对某些XML文件启用非常详细的XML故障排除。"
goCustomAdvancedTroubleshootingFeaturesPhysicsBody,"复杂刚体"
goCustomAdvancedTroubleshootingFeaturesPhysicsBodyDesc,"为模型启用刚体，排除体积故障"
goCustomAdvancedTroubleshootingFeaturesAnimatorMapper,"动画师映射器"
goCustomAdvancedTroubleshootingFeaturesAnimatorMapperDesc,"动画师映射器"
goCustomAdvancedTroubleshootingFeaturesComponentMapper,"组件映射器"
goCustomAdvancedTroubleshootingFeaturesComponentMapperDesc,"显示实体组件的映射关系"
goCustomAdvancedUIDisableXPIconNotification,"禁用经验通知"
goCustomAdvancedUIDisableXPIconNotificationDesc,"禁用界面中的经验弹出提示"
blockcommand_search,"打开"
npcHasItems,"NPC的库存中有物品。"
xuiSCoreUtilities,"SCore实例"
xuiSCoreNPCSettings,"NPC设置"
xuiSCoreUtilsNPCFootSteps,"NPC移动静音"
xuiSCoreUtilsLockPick,"启用原版开锁"
xuiLockPickingToolTip,"关闭开锁小游戏，如果已经安装模组"
xuiQuietNPCToolTip,"禁用雇佣NPC的脚步声."
entityaliveSDXEnemy,"你是我的敌人！谈话到此结束！"
entityaliveSDXEnemyNearby,"我现在不能说话。附近有敌人！保持警惕！"
xuiSCoreFollow,"跟着我"
xuiSCoreStayHere,"待在这"
xuiSCoreStayThere,"待在那里"
xuiSCoreCompanions,"同伴"
xuiSCoreDismiss,"解散"
xuiSCoreOutOfRange,"NPC超出范围."
xuiSCoreDismissing,"解散NPC"
xuiSCoreTeleport,"过来!"
xuiSCoreGuarding,"我在防守，我来不了。"
xuiSCoreTeleportCoolDown,"我的传送冷却中。"

0-SCore--------------------------------------------------------------------
irrigationPumpEmptyRH,灌溉泵（空）
irrigationPumpFullRH,灌溉泵（满）
irrigationPipeStraightEmptyRH,灌溉管（空）
irrigationPipe4xEmptyRH,灌溉管-四通 （空）
irrigationPipeCornerEmptyRH,灌溉管-转角（空）
irrigationPipeJointEmptyRH,灌溉管-接头（空）
irrigationPipeCapEmptyRH,灌溉管-帽（空）
irrigationPipeStraightFullRH,灌溉管（满）
irrigationPipe4xFullRH,灌溉管-四通（满）
irrigationPipeCornerFullRH,灌溉管-转角（满）
irrigationPipeJointFullRH,灌溉管-接头（满）
irrigationPipeCapFullRH,灌溉管-帽（满）
irrigationPipeStraightEmpty2RH,灌溉管（灌溉中）
irrigationPipe4xEmpty2RH,灌溉管-四通 （灌溉中）
irrigationPipeCornerEmpty2RH,灌溉管-转角（灌溉中）
irrigationPipeJointEmpty2RH,灌溉管-接头（灌溉中）
irrigationPipeCapEmpty2RH,灌溉管-帽（灌溉中）
irrigationSystemEmpty2Desc,你的灌溉系统正在工作。
irrigationSystemFullDesc,正在为你的作物提供水。
irrigationSystemEmptyDesc,你的灌溉系统没有水流过。请检查你的水泵和灌溉连接。
irrigationPumpFullDesc,你的水泵已满，正在为你的作物供水。
irrigationPumpEmptyDesc,你的泵是空的。请将其放在水源旁边或上方为其提供水，以便它开始为你的灌溉系统提供水源。
cropControlPanelBase01RH,农业控制面板
cropControlPanelBase01RHDesc,植物灌溉系统的调试控制面板。放在阀门顶部以查看选项。这不需要连接到水。
debugcontrol_enable,启用调试设置
debugcontrol_disable,禁用调试设置
debugcontrol_nopipes,错误：未连接到水管。
debugcontrol_turnon,打开调试设置
debugcontrol_turnoff,关闭调试设置
blockcommand_debugcontrol_turnonWater,打开水
blockcommand_debugcontrol_turnoffWater,关掉水
has_water,有水
debugcontrol_startbot,启动机器播种机
debugcontrol_startingbot,启动机器播种机中...
metalPipeValveRHDesc,需要灌溉喷头来通过灌溉管道输送水。它充当水源，不需要实际的水来浇灌你的作物。
metalPipesRHDesc,管道用于将水从灌溉喷头输送到你的作物。管道必须接触灌溉喷头才能工作。
metalPipeCap,灌溉管-帽
metalPipeCorner,灌溉管-转角
metalPipeFlange,灌溉管-法兰
metalPipeJoint,灌溉管-接头
metalPipeStraight,灌溉管
metalPipeValve,灌溉喷头


0-SCoreTakeAndReplace,--------------------------------------------------------------------
boardedWindowsSheet_weak,丧尸路障
boardedWindowsSheet_weakDesc,这些松动木板可以用来在寻找物资时封住窗户和门口。


0-XNPCCore,--------------------------------------------------------------------
MechFactionSchematic,伪装大师
VaultDwellersFactionSchematic,伪装大师
RedteamFactionSchematic,伪装大师
BlueteamFactionSchematic,伪装大师
GreenteamFactionSchematic,伪装大师
MechFactionSchematicDesc,"阅读后可以切换到[ffa500]土匪派系[-]！"
VaultDwellersFactionSchematicDesc,"阅读后可以切换到[ffa500]避难所[-]！"
RedteamFactionSchematicDesc,"阅读后可以切换到[ffa500]红队[-]！"
BlueteamFactionSchematicDesc,"阅读后可以切换到[ffa500]蓝队[-]！"
GreenteamFactionSchematicDesc,"阅读后可以切换到[ffa500]绿队[-]！"
MechPositiveFactionSchematic,土匪的爱与和平
MechPositiveFactionSchematicDesc,阅读后散播一些关于土匪的消息！[008000]提高[-][ffa500]土匪派系[-]的声望！
MechNegativeFactionSchematic,土匪：不可靠！靠不住！
MechNegativeFactionSchematicDesc,"阅读后散播一些关于土匪的假消息！[ff0000]降低[-][ffa500]土匪派系[-]的声望！"
VaultPositiveFactionSchematic,避难所的爱与和平
VaultPositiveFactionSchematicDesc,阅读后散播一些关于避难所的消息！[008000]提高[-][ffa500]避难所[-]的声望！
VaultNegativeFactionSchematic,避难所：不可靠！靠不住！
VaultNegativeFactionSchematicDesc,"阅读后散播一些关于避难所的假消息！[ff0000]降低[-][ffa500]避难所[-]的声望！"
RedteamPositiveFactionSchematic,红队的爱与和平
RedteamPositiveFactionSchematicDesc,阅读后散播一些关于红队的消息！[008000]提高[-][ffa500]红队[-]的声望！
RedteamNegativeFactionSchematic,红队：不可靠！靠不住！
RedteamNegativeFactionSchematicDesc,阅读后散播一些关于红队的假消息！[ff0000]降低[-][ffa500]红队[-]的声望！
BlueteamPositiveFactionSchematic,蓝队的爱与和平
BlueteamPositiveFactionSchematicDesc,阅读后散播一些关于蓝队的消息！[008000]提高[-][ffa500]蓝队[-]的声望！
BlueteamNegativeFactionSchematic,蓝队：不可靠！靠不住！
BlueteamNegativeFactionSchematicDesc,阅读后散播一些关于蓝队的假消息！[ff0000]降低[-][ffa500]蓝队[-]的声望！
GreenteamPositiveFactionSchematic,绿队的爱与和平
GreenteamPositiveFactionSchematicDesc,阅读后散播一些关于绿队的消息！[008000]提高[-][ffa500]绿队[-]的声望！
GreenteamNegativeFactionSchematic,绿队：不靠谱！靠不住！
GreenteamNegativeFactionSchematicDesc,阅读后散播一些关于绿队的假消息！[ff0000]降低[-][ffa500]绿队[-]的声望！
npcNurseEmptyHand,护士
npcNurseClub,护士
npcNurseKnife,护士
npcNurseAxe,护士
npcNurseSpear,护士
npcNurseBat,护士
npcNurseMachete,护士
npcNurseSMG,护士
npcNurseM60,护士
npcNursePipePistol,护士
npcNursePistol,护士
npcNurseDPistol,护士
npcNursePipeMG,护士
npcNurseAK47,护士
npcNurseTRifle,护士
npcNursePipeRifle,护士
npcNurseHRifle,护士
npcNurseSRifle,护士
npcNursePipeShotgun,护士
npcNursePShotgun,护士
npcNurseAShotgun,护士
npcNurseXBow,护士
npcNurseLBow,护士
npcNurseRocketL,护士
npcHarleyEmptyHand,哈利
npcHarleyBMEmptyHand,哈利
npcHarleyClub,哈利
npcHarleyKnife,哈利
npcHarleyAxe,哈利
npcHarleySpear,哈利
npcHarleyBat,哈利
npcHarleyMachete,哈利
npcHarleySMG,哈利
npcHarleyM60,哈利
npcHarleyPipePistol,哈利
npcHarleyPistol,哈利
npcHarleyDPistol,哈利
